"id","nomor_ulok","lingkup_pekerjaan","nama_toko","kode_toko","proyek","cabang","alamat","nama_kontraktor"
823,"1MZ1-2026-X517-R",ME,PASIR PUTIH 2,,Renovasi,PARUNG,Jalan Raya Pasir Putih No. 56 RT.04 / 08 Kel.Pasir Putih Kec.Sawangan Depok,PT PIORA SINTATA
824,"1MZ1-2026-X517-R",Sipil,PASIR PUTIH,,Renovasi,PARUNG,Jalan Raya Pasir Putih No. 56 RT.04/08 Kel. Pasir Putih Kec.Sawangan Depok,PT PIORA SINTATA
825,"2SZ1-2510-0008",Sipil,JENSUD WUMIALO,,Alfamart Reguler,GORONTALO,JL. JENDRAL SUDIRMAN KEL WUMIALO KEC. KOTA TENGAH KOTA GORONTALO,CV ERKA ARKATAMA
826,KZ01-2510-0010,ME,RASUNA SAID 38,,Alfamart Reguler,CIKOKOL,"JL. HR. Rasuna Said No.38, Panunggangan Utara, Pinang, Kota Tangerang",PT KHODAYIS MURNI
827,"2SZ1-2510-0008",ME,JENSUD WUMIALO,,Alfamart Reguler,GORONTALO,JL. JENDRAL SUDIRMAN KEL WUMIALO KEC. KOTA TENGAH KOTA GORONTALO,CV ERKA ARKATAMA
828,YZ01-2601-0002,Sipil,RAYA SUMBERANYAR,,Alfamart Reguler,JEMBER,"Jalan Kota Anyar, Sumberanyar, Dusun Sefar, Kecamatan Paiton, Kabupaten Probolinggo",CV SATYA JAYA MANDIRI
829,YZ01-2601-0002,ME,RAYA SUMBERANYAR,,Alfamart Reguler,JEMBER,"Jalan Kota Anyar, Sumberanyar, Dusun Safir, Kecamatan Paiton, Kabupaten Probolinggo.",CV SATYA JAYA MANDIRI
830,TZ01-2512-0007,Sipil,DS JELUPANG,,Alfamart Reguler,BALARAJA,"JL.AMD,Rt.003,Rw.005 Kel.Pondok Kacang Barat Kec.Pondok Aren,Tangerang",CV TANJUNG MEKARSARI
831,TZ01-2512-0007,ME,DS JELUPANG,,Alfamart Reguler,BALARAJA,"JL.Amd RT.003 RW.005,KEL.PONDOK KACANG BARAT KEC.PONDOK AREN,TANGERANG SELATAN",CV TANJUNG MEKARSARI
832,"2JZ1-2601-0005",ME,HOTEL CORDELA CIANJUR,,Alfamart Reguler,CIANJUR,"JL.DEWI SARTIKA,RT.001 RW.010 KEL.MUKA KEC.CIANJUR KAB.CIANJUR",CV TANJUNG MEKARSARI
833,Z001-2602-8989,Sipil,NewStore,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
834,CZ01-2511-0004,ME,H. ONDO PASIR SARI,,Alfamart Reguler,BEKASI,JL. H ONDO RT. 007 RW. 003 DS. PASIRSARI KEC. CIKARANG SELATAN,PT MITRA GIRI AGUNG
835,"1MZ1-2026-1M8E-R",ME,PENGASINAN RAYA INSERT BEANSPOT (RTD ONLY),,Renovasi,PARUNG,JL. PENGASINAN RAYA RT.001 RW.002 KEL.PENGASINAN KEC.SAWANGAN,PT PIORA SINTATA
836,"1MZ1-2601-1M6N-R",ME,BEDAHAN SWANGAN,,Renovasi,PARUNG,JL. Raya Bedahan RT.002 RW.003 Kel.Bedahan Kec.Sawangan Depok,PT PIORA SINTATA
837,"1MZ1-2026-1M8E-R",Sipil,PENGASINAN RAYA INSERT BEANSPOT (RTD ONLY),,Renovasi,PARUNG,JL. PENGASINAN RAYA RT.001 RW.002 KEL.PENGASINAN KEC.SAWANGAN,PT PIORA SINTATA
838,"2JZ1-2601-0005",Sipil,HOTEL CORDELA CIANJUR,,Alfamart Reguler,CIANJUR,"JLN DEWI SARTIKA RT 001 RW 010, KEL SAYANG, KEC CIANJUR, KAB CIANJUR.",CV TANJUNG MEKARSARI
839,"1MZ1-2601-1M6N-R",Sipil,BEDAHAN SWANGAN,,Renovasi,PARUNG,JL. Raya Bedahan RT.002 RW.003 Kel.Bedahan Kec.Sawangan Depok,PT PIORA SINTATA
840,TZ01-2602-TC41-R,Sipil,Bellefleur,,Renovasi,BALARAJA,Jl. Boulevard Evergreen Barat Blok L18 No. 72&76 Desa Ciakar Kec. Panongan Kab. Tangerang,PT ONTOSENO BAYUAJI
841,Z001-2602-0101,Sipil,NeoStore,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
842,TZ01-2602-TC41-R,ME,Bellefleur,,Renovasi,BALARAJA,Jl. Boulevard Evergreen Barat Blok L18 No 72&76 Desa Ciakar Kec. Panongan Kab. Tangerang.,PT ONTOSENO BAYUAJI
843,"1MZ1-2602-1M7S-R",Sipil,"1M7S",,Renovasi,PARUNG,JL.CARINGIN TIMUR RT 015 RW 010 KEL. CILANDAK BARAT KEC. CILANDAK JAKARTA SELATAN,CV KULONU
844,OZ01-2601-0001,Sipil,Jl. Kabupaten KM 1.5 Sleman,,Alfamart Reguler,KLATEN,"Jl. Kabupaten Km 1.5, Biru, Trihanggo, Gamping, Sleman",PT ONTOSENO BAYUAJI
845,XZ01-2601-X303-R,ME,PEKAPURAN PABUARAN,,Renovasi,BOGOR,JL. Raya Bedahan RT.002 RW.003 Kel.Bedahan Kec.Sawangan Depok,PT PIORA SINTATA
846,XZ01-2601-X330-R,Sipil,PEKAPURAN PABUARAN,,Renovasi,BOGOR,KP. Bedahan  RT.006 RW.02 Kel.Pabuaran Kec.Cibinong Bogor,PT PIORA SINTATA
847,OZ01-2601-0001,ME,Jl. Kabupaten KM 1.5 Sleman,,Alfamart Reguler,KLATEN,"Jl. Kabupaten Km 1.5, Biru, Trihanggo, Gamping, Sleman",PT ONTOSENO BAYUAJI
848,TZ01-2601-0001,Sipil,Bumi Indah 5,,Alfamart Reguler,BALARAJA,"Jl. Krysan III, Sukamantri, Kec. Ps. Kemis Kabupaten Tangerang, Banten",PT KREASI PRIMATAMA MANDIRI
849,"2GZ1-2601-0003",Sipil,Pabuaran Cikande,,Alfamart Reguler,SERANG,Jl Kp Pabuaran Kel. Situterate Kec. Cikande Kab. Serang,PT ONTOSENO BAYUAJI
850,OZ01-2602-2602-R,ME,JL PUCANGAN,,Alfamart Reguler,KLATEN,JL PUCANGAN KARTASURA,CV SANTOSA BUDI JAYA
851,"1PZ1-2105-0003-R",Sipil,ULAK JAYA,,Renovasi,PONTIANAK,"JL. MENSIKU JAYA RT 003 RW 001 KEL. ULAK JAYA , KEC. SINTANG , KAB. SINTANG",CV ELEKTRIKA BERDIKARI
852,XZ01-2601-X330-R,ME,PEKAPURAN PABUARAN,,Renovasi,BOGOR,KP. BEDAHAN RT.006 RW.02 KEL.PABUARAN KEC.CIBINONG BOGOR,PT PIORA SINTATA
853,XZ01-2601-XB13-R,Sipil,BP SENTUL,,Renovasi,BOGOR,JALAN ALTERNATIF SENTUL KEC.SUKARAJA KEL.CIJUJUNG KAB.BOGOR,PT PIORA SINTATA
854,XZ01-2601-XC19-R,Sipil,BRIGJEN SAPTAJI NO 3,,Renovasi,BOGOR,JL. BRIGJEN SAPTADJI RT.004 RW.001 KEC.BOGOR BARAT KEL.CILENDEK BARAT KOTA BOGOR,PT PIORA SINTATA
855,XZ01-2601-XB27-R,Sipil,KEDUNG WARINGIN,,Renovasi,BOGOR,KP.GELONGGONG RT.002 RW.005 KEC.BOJONG GEDE KEL.KEDUNG WARINGIN KAB.BOGOR,PT PIORA SINTATA
856,XZ01-2601-XB27-R,ME,KEDUNG WARINGIN,,Renovasi,BOGOR,KP.GELONGGONG RT.002 RW.005 KEC.BOJONG GEDE KEL.KEDUNG WARINGIN KAB.BOGOR,PT PIORA SINTATA
857,XZ01-2601-XB13-R,ME,BP SENTUL,,Renovasi,BOGOR,JALAN ALTERNATIF SENTUL KEC.SUKARAJA KEL.CIJUJUNG KAB.BOGOR,PT PIORA SINTATA
858,XZ01-2601-XC19-R,ME,BRIGJEN SAPTAJI NO 3,,Renovasi,BOGOR,JL. BRIGJEN SAPTADJI RT.004 RW.001 KEC.BOGOR BARAT KEL.CILENDEK BARAT KOTA BOGOR,PT PIORA SINTATA
859,TZ01-2601-0001,ME,Bumi Indah 5,,Alfamart Reguler,BALARAJA,"Jl. Krysan III, Sukamantri, Kec. Ps. Kemis, Kabupaten Tangerang, Banten",PT KREASI PRIMATAMA MANDIRI
860,"2GZ1-2601-0004",Sipil,Argawana Bojonegara,,Alfamart Reguler,SERANG,JL. Pulo Ampel Bojonegara Merak Argawana Kec. Puloampel Kab. Serang Banten 42454,PT ONTOSENO BAYUAJI
861,TZ01-2602-KC06-R,Sipil,TMN PALEM LESTARI 3,,Renovasi,BALARAJA,"Jl. Taman Palem Lestari, Blok A5, No. 06, Kel. Cengkareng Barat, Kec. Cengkareng, Jakarta Barat",PT ONTOSENO BAYUAJI
862,"2GZ1-2601-0004",ME,Argawana Bojonegara,,Alfamart Reguler,SERANG,JL. Pulo Ampel Bojonegara Merak Argawana Kec. Puloampel Kab. Serang Banten 42454,PT ONTOSENO BAYUAJI
863,"1PZ1-3243-2323-R",Sipil,uji coba,,Alfamart Reguler,PONTIANAK,dsafdsfsfsd,CV ELEKTRIKA BERDIKARI
864,MZ01-2601-2026,Sipil,ALFAMART BUMIAJI,,Alfamart Reguler,MALANG,"Jl. A. Ghonaim Kec. Bumiaji, Kota Batu",CV KRIDHO YAKTI BANGUN
865,"1JZ1-2602-1J6T-R",Sipil,RAYA MEDANGASEM,,Alfamart Reguler,KARAWANG,JL. RAYA MEDANGASEM RT 007 RW 002 KECAMATAN JAYAKERTA KEL MEDANGASEM KAB. KARAWANG,CV TANJUNG MEKARSARI
866,XZ01-2602-0003,Sipil,DS Dramaga,,Alfamart Reguler,BOGOR,"Jl. Lingkar Dramaga, Kel. babakan, Kec. Dramaga. Kab. Bogor",PT KREASI PRIMATAMA MANDIRI
867,"1JZ1-2602-1J94-R",Sipil,MEDANGASEM,,Renovasi,KARAWANG,JL. RAYA MEDANGASEM RT 006 RW 002 KECAMATAN JAYAKERTA KEL MEDANGASEM KAB. KARAWANG,CV TANJUNG MEKARSARI
868,XZ01-2602-0003,ME,DS Dramaga,,Alfamart Reguler,BOGOR,"Jl. Lingkar Dramaga, Kel. babakan, Kec. Dramaga. Kab. Bogor",PT KREASI PRIMATAMA MANDIRI
869,Z001-2512-0121,SIPIL,TEST,-,Reguler,HEAD OFFICE,Head office testing,PT BERKAH 2
870,MZ01-2601-2026,ME,ALFAMART BUMIAJI,,Alfamart Reguler,MALANG,"Jl. A. Ghonaim Bumiaji, Kota Batu",CV KRIDHO YAKTI BANGUN
871,BZ01-2601-0345,Sipil,ALFAMART BUMIAJI,,Alfamart Reguler,BANDUNG RAYA,Jl. IBRAHIM ADJIE NO.58 TASIKMALAYA,CV TRITUNGGAL
872,"1MZ1-2601-1M8E-R",Sipil,PENGASINAN RAYA,,Renovasi,PARUNG,JL PENGASINAN RT.001 RW.002 KEC.SAWANGAN KEL.PENGASINAN,PT PIORA SINTATA
873,RZ01-2602-0003-R,Sipil,TINGGIMAE GOWA,,Renovasi,MAKASSAR,"Jl. Poros Limbung, Mata Allo, Kec. Bajeng, Kabupaten Gowa, Sulawesi Selatan 90211",CV MARGI MOLARE
874,XZ01-2602-XB72-R,Sipil,PARUNG BANTENG,,Renovasi,BOGOR,JL Sukaraja Katulampa Parung Banteng RT.001 RW.002 Kec. Bogor Timur Kel.Katulampa Kota Bogor,PT PIORA SINTATA
875,XZ01-2602-XB72-R,ME,PARUNG BANTENG,,Renovasi,BOGOR,JL Sukaraja Katulampa Parung Banteng RT.001 RW.002 Kec. Bogor Timur Kel.Katulampa Kota Bogor,PT PIORA SINTATA
876,RZ01-2601-0006-R,Sipil,PAKKATO BOMAR GOWA,,Renovasi,MAKASSAR,"Jl. Poros Malino, Kel. Pakatto, Kec. Bontomarannu, Kabupaten Gowa, Sulawesi Selatan.",CV RESKY PRATAMA
877,XZ01-2602-X436-R,Sipil,PERSATUAN DEPOK,,Renovasi,BOGOR,JL Persatuan II RT.005 RW.001 Kec.Cimanggis Kel.Pasir Gunung Selatan Kota Depok,PT PIORA SINTATA
878,XZ01-2602-X436-R,ME,PERSATUAN DEPOK,,Renovasi,BOGOR,JL Persatuan II RT.005 RW.001 Kec.Cimanggis Kel.Pasir Gunung Selatan Kota Depok,PT PIORA SINTATA
879,BZ01-2601-0345,ME,Indihiang 58,,Alfamart Reguler,BANDUNG RAYA,"Jl. Ibrahim Adjie No.58, Indihiang, Kab. Tasikmalaya, Jawa Barat, 46151",CV TRITUNGGAL
880,"2JZ1-2512-0004",ME,MEKARJAYA,,Alfamart Reguler,CIANJUR,KP. Babakanpadang RT. 005 RW. 004 Desa. Mekarjaya Kec. Sukaluyu Kab. Cianjur.,CV TANJUNG MEKARSARI
881,KZ01-1808-0001-R,Sipil,STA TANAH ABANG,,Renovasi,CIKOKOL,"Jl. Jatibaru Raya, Kampung Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat",PT KHODAYIS MURNI
882,Z001-2602-0909,Sipil,NilaiToko,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
883,KZ01-2602-KC85-R,Sipil,KC85 - KEBON RAYA 2,,Renovasi,CIKOKOL,"Jl. Kebon Raya No.8, RT.8/RW.6, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",PT KHODAYIS MURNI
884,KZ01-1808-0001-R,ME,STA TANAH ABANG,,Renovasi,CIKOKOL,"Jl. Jatibaru Raya, Kampung Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat",PT KHODAYIS MURNI
885,"2SZ1-2510-0006-R",Sipil,DUTOHE KABILA,,Renovasi,GORONTALO,"Jl. Pasar Minggu, Dutohe, Kec. Kabila",CV EVLOGJA JAYA
886,KZ01-2602-KC85-R,ME,KC85 - KEBON RAYA 2,,Renovasi,CIKOKOL,"Jl. Kebon Raya No.8, RT.8/RW.6, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",PT KHODAYIS MURNI
887,"2JZ1-2512-0004",Sipil,MEKARJAYA,,Alfamart Reguler,CIANJUR,KP.BABAKAN PADANG RT.005 RW.004 DESA MEKARJAYA KEC.SUKALUYU KAB.CIANJUR,CV TANJUNG MEKARSARI
888,KZ01-1702-0005-R,Sipil,STA-PALMERAH 2,,Renovasi,CIKOKOL,"Jl. Palmerah Timur / Jl. Tentara Pelajar, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, DKI Jakarta 10270",PT KHODAYIS MURNI
889,KZ01-2501-0001,Sipil,KD67 - STA KEBAYORAN LAMA,,Renovasi,CIKOKOL,"Jl. St. No.7a, RT.2/RW.1, south, Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220",PT KHODAYIS MURNI
890,KZ01-1702-0005,Sipil,STA-PALMERAH 2,,Renovasi,CIKOKOL,"Jl. Palmerah Timur / Jl. Tentara Pelajar, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, DKI Jakarta 10270",PT KHODAYIS MURNI
891,KZ01-2501-0001,ME,KD67 - STA KEBAYORAN LAMA,,Renovasi,CIKOKOL,"Jl. St. No.7a, RT.2/RW.1, south, Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220",PT KHODAYIS MURNI
892,KZ01-2411-0004-R,Sipil,STA-SUDIRMAN BARU,,Renovasi,CIKOKOL,"Jalan Tanjung Karang No. 1, Kebon Melati, Tanah Abang, Jakarta Pusat",PT KHODAYIS MURNI
893,KZ01-2411-0004-R,ME,STA-SUDIRMAN BARU,,Renovasi,CIKOKOL,"Jalan Tanjung Karang No. 1, Kebon Melati, Tanah Abang, Jakarta Pusat",PT KHODAYIS MURNI
894,"1MZ1-2602-K821-R",ME,PUSRI KOSTRAD,,Renovasi,PARUNG,"JL. RAYA KOSTRAD PUSRI NO.42 RT 04/04 KEL PETUKANGAN UTARA, KEC PESANGGRAHAN JAKARTA SELATAN",PT SAGAR PUTRA KREASI
895,"2JZ1-1903-0012-R",ME,TOKO DC CIANJUR,"2JC2",Renovasi,CIANJUR,KP. CIEUNDEUR RT. 001 RW. 001 DESA. BUNISARI KEC. WARUNGKONDANG KAB. CIANJUR,CV TANJUNG MEKARSARI
896,RZ01-2601-0002,Sipil,TAENG GOWA,,Alfamart Reguler,MAKASSAR,JL. Pelita Taeng Kel. Taeng Kec. Pallangga Kab. Gowa,CV ABADI ABADI TEKNIK
897,"1MZ1-2602-K821-R",Sipil,PUSRI KOSTRAD,,Renovasi,PARUNG,"JL. RAYA KOSTRAD PUSRI NO.42 RT 04/04 KEL PETUKANGAN UTARA, KEC PESANGGRAHAN JAKARTA SELATAN",PT SAGAR PUTRA KREASI
898,"2JZ1-1903-0012-R",Sipil,TOKO DC CIANJUR,"2JC2",Renovasi,CIANJUR,JL.RAYA CIANJUR SUKABUMI KP.CIEUNDEUR RT/RW 001/001 DESA.BUNISARI KEC.WARUNGKONDANG KAB.CIANJUR,CV TANJUNG MEKARSARI
899,JZ01-2602-0002,Sipil,H YAHYA,,Alfamart Reguler,CILEUNGSI,"JL H YAHYA KEL. CIPINANG CEMPEDAK KEC. JATINEGARA , JAKARTA TIMUR",PT MITRA GIRI AGUNG
900,XZ01-2602-1MC1-R,Sipil,KP RAMBUTAN,,Renovasi,BOGOR,"JL. TB SIMATUPANG KP RAMBUTAN NO. 136, RT.11/RW.4, RAMBUTAN, KEC. CIRACAS. KOTA JAKARTA TIMUR",PT SAGAR PUTRA KREASI
901,XZ01-2602-1MC1-R,ME,KP RAMBUTAN,,Renovasi,BOGOR,"JL. TB SIMATUPANG KP RAMBUTAN NO. 136, RT.11/RW.4, RAMBUTAN, KEC. CIRACAS. KOTA JAKARTA TIMUR",PT SAGAR PUTRA KREASI
902,RZ01-24/2-2026-R,ME,Tinggimae Gowa,,Renovasi,MAKASSAR,Jl. Poros Gowa-Takalar Tinggimae Kec. Barombong Kabupaten Gowa,CV MARGI MOLARE
903,RZ01-2601-0002,ME,TAENG GOWA,,Alfamart Reguler,MAKASSAR,Jl. Pelita Taeng Kel. Taeng Kec. Pallangga Kab. Gowa.,CV ABADI ABADI TEKNIK
904,RZ01-2601-0004-R,Sipil,Panciro Gowa,,Renovasi,MAKASSAR,Jl. Poros Gowa-Takalar Panciro Kec. Bajeng Kabupaten Gowa,CV MARGI MOLARE
905,"2SZ1-2026-0002",ME,TINALOGA BONEBOLANGO,,Alfamart Reguler,GORONTALO,"Jl. Tinaloga, Toto Sel., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo",CV CAHAYA FIRATAMA
906,JZ01-2602-0003,Sipil,H YAHYA,,Alfamart Reguler,CILEUNGSI,"JL H YAHYA KEL. CIPINANG CEMPEDAK KEC. JATINEGARA , JAKARTA TIMUR",PT MITRA GIRI AGUNG
907,"2SZ1-2026-0541",Sipil,TINALOGA BONEBOLANGO,,Alfamart Reguler,GORONTALO,"Jl. Tinaloga, Toto Sel., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo",CV CAHAYA FIRATAMA
908,"2SZ1-2510-0006-R",ME,DUTOHE KABILA,,Renovasi,GORONTALO,"JL PASAR MINGGU, DUTOHE, KEC. KABILA",CV EVLOGJA JAYA
909,RZ01-2602-0005-R,ME,Panciro Gowa,,Renovasi,MAKASSAR,Jl. Poros Gowa-Takalar Panciro Kec. Bajeng Kabupaten Gowa,CV MARGI MOLARE
910,"2GZ1-2601-0003",ME,Pabuaran CIkande,,Alfamart Reguler,SERANG,Jl Kp Pabuaran kel. Situterate kec. Cikande kab serang,PT ONTOSENO BAYUAJI
911,"2SZ1-2508-0013-R",ME,TINALOGA BONEBOLANGO,,Renovasi,GORONTALO,"Jl. Tinaloga, Toto Sel., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo",CV CAHAYA FIRATAMA
912,"2SZ1-2507-0002",Sipil,Lombongo Suwawa,,Alfamart Reguler,GORONTALO,"Jln Pasar Minggu, Desa Lombongo Kec. Suwawa Tengah, Kab. Bone Bolango",CV SOLID BANGUN SEJAHTERA
913,KZ01-2601-0003-R,Sipil,SWADAYA 2,,Renovasi,CIKOKOL,jl swadaya 2 Manggarai Tebet Jakarta Selatan,CV AGUNG BANGUN KARYA
914,"2SZ1-2508-0013",Sipil,TINALOGA BONEBOLANGO,,Alfamart Reguler,GORONTALO,"Jl. Tinaloga, Toto Sel., Kec. Kabila, Kabupaten Bone Bolango, Gorontalo",CV CAHAYA FIRATAMA
915,KZ01-2601-0004,Sipil,JELAMBAR SELATAN DUA,,Alfamart Reguler,CIKOKOL,JL. JELAMBAR SELATAN 2 NO. 3A/30 JELAMBAR BARAT GROGOL PETAMBURAN,PT KHODAYIS MURNI
916,RZ01-2601-0006,ME,PAKKATO BOMAR,,Alfamart Reguler,MAKASSAR,Jl.Poros Malino Ds.Pakkatto Kec.Bontomarannu Kab.Gowa,CV RESKY PRATAMA
917,"2SZ1-2507-0002",ME,Lombongo Suwawa,,Alfamart Reguler,GORONTALO,"Jln Pasar Minggu, Desa Lombongo Kec. Suwawa Tengah, Kab. Bone Bolango",CV SOLID BANGUN SEJAHTERA
918,"2SZ1-2507-0003",Sipil,DUMBAYABULAN SUWAWA,,Alfamart Reguler,GORONTALO,"JL. PS. BERSEMI, DESA DUMBAYABULAN, KEC. SUAWAWA TIMUR",CV ERKA ARKATAMA
919,"1MZ1-2511-0002",Sipil,JOMBANG CIPUTAT (NEW STORE),,Alfamart Reguler,PARUNG,"JL. JOMBANG RAYA NO. 02 RW. 08, KEL. JOMBANG, KEC. CIPUTAT, KOTA TANGERANG SELATAN.",PT SAGAR PUTRA KREASI
920,Z001-2601-1312,Sipil,Next3,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
921,"1MZ1-2511-0002",ME,JOMBANG CIPUTAT (NEW STORE),,Alfamart Reguler,PARUNG,"JL. JOMBANG RAYA NO. 02, RW. 08, KEL. JOMBANG, KEC. CIPUTAT, KOTA TANGERANG SELATAN",PT SAGAR PUTRA KREASI
922,LZ01-2602-COB1-R,Sipil,A.YANI PRINGSEWU,,Renovasi,LAMPUNG,JALAN A.YANI PRINGSEWU,CV TUNAS KALIANDA INDAH
923,Z001-2602-7373,Sipil,Present,,Alfamart Reguler,HEAD OFFICE,Alam Sutera,PT BERKAH 2
924,LZ01-1410-0004-R,Sipil,KARANG ANYAR 2,,Renovasi,LAMPUNG,"JL. PANGERAN SENOPATI, RT. 01, RW.01, KARANG SARI/JATI AGUNG LAMPUNG SELATAN",PT MAJU MAKMUR ARTA BANGUN SENTOSA
925,"1GZ1-2601-0001",ME,MUARA TAPUS,,Alfamart Reguler,BANJARMASIN,JL. BRIGJEN HASAN BASRI. KABUPATEN HULU SUNGAI UTARA. KALIMANTAN SELATAN,CV PUTRA KALI AMANDIT
926,"1MZ1-2602-1M7S-R",ME,"1M7S",,Renovasi,PARUNG,JL.CARINGIN TIMUR RT 015 RW 010 KEL. CILANDAK BARAT KEC. CILANDAK JAKARTA SELATAN,CV KULONU
927,BZ01-2602-0002,Sipil,RAJAMANTRI,,Alfamart Reguler,BANDUNG RAYA,JL. RAJAMANTRI WETAN,PT HANIF TUNGGAL MANDIRI
928,BZ01-2602-0002,ME,RAJAMANTRI,,Alfamart Reguler,BANDUNG RAYA,JL. RAJAMANTRI WETAN,PT HANIF TUNGGAL MANDIRI
929,"1MZ1-2601-0001",Sipil,Jl H Jian,,Alfamart Reguler,PARUNG,Jl H Jian Raya Rt 010 Rw 03 Kel. Cipete Utara Kec. Kebayoran Baru Jakarta Selatan,PT KREASI PRIMATAMA MANDIRI
930,RZ01-2602-0001,Sipil,JENETALLASA GOWA,,Alfamart Reguler,MAKASSAR,Jl. Benteng Somba Opu Kel. Jenetallasa Kec. Pallangga Kab. Gowa,CV ABADI ABADI TEKNIK
931,"1MZ1-2601-0001",ME,Jl H Jian,,Alfamart Reguler,PARUNG,Jl H Jian Raya Rt 010 Rw 03 Kel. Cipete Utara Kec. Kebayoran Baru Jakarta Selatan,PT KREASI PRIMATAMA MANDIRI
932,WZ01-2511-0003-R,Sipil,ISKANDAR MUDA 2,,Renovasi,MEDAN,JALAN ISKANDAR MUDA KEL. SEI SIKAMBING D KEC. MEDAN PETISAH KOTA MEDAN,CV FAZZA REZEKY
933,"1YZ1-2601-0005",Sipil,AER UJANG BITUNG,,Alfamart Reguler,MANADO,Jl. Aer Ujang Kel. Girian Permai Kec. Girian Kota Bitung,PT BATANG AER
934,RZ01-2601-0006,Sipil,PAKKATO BOMAR,,Alfamart Reguler,MAKASSAR,Jl.Poros Malino Ds.Pakkatto Kec.Bontomarannu Kab.Gowa,CV RESKY PRATAMA
935,"1YZ1-2601-0005",ME,AER UJANG BITUNG,,Alfamart Reguler,MANADO,Jl. Aer Ujang Kel.Girian Permai Kec. Girian Kota Bitung.,PT BATANG AER
937,BZ01-2602-0004,Sipil,BUKIT RAYA,,Alfamart Reguler,BANDUNG RAYA,JL BUKIT RAYA ATAS,PT HANIF TUNGGAL MANDIRI
938,"2VZ1-2601-0002",Sipil,KABERE ENREKANG,,Alfamart Reguler,LUWU,JL Poros Sidrap Enrekang Tana Toraja,CV RESKY PRATAMA
939,"1GZ1-2601-0001",Sipil,MUARA TAPUS,,Alfamart Reguler,BANJARMASIN,JL. BRIGJEN HASAN BASRI. KABUPATEN HULU SUNGAI UTARA. KALIMANTAN SELATAN,CV PUTRA KALI AMANDIT
940,"2VZ1-2601-0002",ME,KABERE ENREKANG,,Alfamart Reguler,LUWU,Jl. Poros Sidrap Enrekang Tana Toraja,CV RESKY PRATAMA
941,LZ01-2603-0001-R,Sipil,LINTAS SIMPANG PEMATANG,,Renovasi,KOTABUMI,JALAN LINTAS SUMATERA SIMPANG PEMATANG,CV TUNAS KALIANDA INDAH
942,"2SZ1-2510-0004",Sipil,DEMBE DUA KOTA UTARA,,Alfamart Reguler,GORONTALO,"JL. SULTAN BOTUIHE, KEL DEMBE DUA, KEC KOTA UTARA",CV EVLOGJA JAYA
943,"2SZ1-2510-0004",ME,DEMBE DUA KOTA UTARA,,Alfamart Reguler,GORONTALO,"JL. SULTAN BOTUIHE, KEL DEMBE DUA, KEC KOTA UTARA",CV EVLOGJA JAYA
944,"2SZ1-2507-0003",ME,DUMBAYABULAN SUWAWA,,Alfamart Reguler,GORONTALO,"JL. PS. BERSEMI, DESA DUMBAYABULAN, KEC. SUAWAWA TIMUR",CV ERKA ARKATAMA
945,"1YZ1-2601-0003",Sipil,ALFAMART MAWALI LEMBEH,,Alfamart Reguler,MANADO,Jl. Mawali Kel. Mawali Kec. Lembeh Utara Kota Bitung,CV CAHAYA FIRATAMA
946,WZ01-2511-0003,Sipil,ISKANDAR MUDA 2,,Alfamart Reguler,MEDAN,"Jl. Iskandar Muda, Petisah Tengah, Kec. Medan Petisah, Kota Medan",CV KARYA CINTA BIMA
947,WZ01-2511-0015,Sipil,MT HARYONO,,Alfamart Reguler,MEDAN,"Jl. MT Haryono, Jati Karya, Kec. Binjai Utara, Kota Binjai, Sumatera Utara",CV FAZZA REZEKY
948,RZ01-2602-0001,ME,JENETALLASA GOWA,,Alfamart Reguler,MAKASSAR,Jl. Benteng Somba Opu Kel. Jenetallasa Kec. Pallangga Kab. Gowa,CV ABADI TEKNIK
949,"1YZ1-2601-0003",ME,ALFAMART MAWALI LEMBEH,,Alfamart Reguler,MANADO,Jl. Mawali Kel. Mawali Kec. Lembeh Utara Kota Bitung,CV CAHAYA FIRATAMA
950,XZ01-2602-0004,ME,DS grand depok city,,Alfamart Reguler,BOGOR,jl.kp serab Tirta jaya kec.sukmajaya Depok,PT TUNAS MEKAR UTAMA
951,XZ01-2602-0004,Sipil,DS grand depok city,,Alfamart Reguler,BOGOR,jl.kp serab Tirta jaya kec.sukmajaya Depok,PT TUNAS MEKAR UTAMA
